WDJname,predicted_class,probability_of_predicted_class,spec_continuum_median_SNR,|                   |,prob_CV,prob_DA,prob_DAH,prob_DAZ_DZA,prob_DB,prob_DBZ_DZB,prob_DC,prob_DO,prob_DQ,prob_DZ
WDJ004335.13-003729.85,CV,1.0,8.7427,|                   |,1.0,4.007712e-25,2.1529993e-21,2.7386897e-32,3.543878e-28,2.4217264e-35,8.171557e-13,3.0427461e-19,1.00600375e-14,3.910878e-15
WDJ004513.89+142248.16,DA,0.99426436,14.9156,|                   |,0.00011179621,0.99426436,0.003453809,0.00066185085,0.00010073292,6.705477e-08,0.0009886594,0.00010947276,0.00024095233,6.831658e-05
WDJ004101.99+155936.77,DA,0.99573916,14.0001,|                   |,0.00047644245,0.99573916,0.0007797981,0.0007628279,0.00014745712,1.1296573e-07,0.00077781134,0.0004195633,0.00045904025,0.00043782857
WDJ005657.62+075709.36,DA,0.9975824,19.2698,|                   |,0.00031260058,0.9975824,0.0002453906,0.0009928391,8.8995286e-05,8.8572136e-08,0.00016608347,0.00021501098,0.00020543234,0.00019119972
WDJ004039.00+234904.67,DZ,0.97375715,13.3503,|                   |,2.9066994e-06,9.390513e-09,2.856072e-05,0.025264096,4.6502326e-11,0.00012510916,5.51415e-05,5.19291e-05,0.97375715,0.00071512617
WDJ000133.96-061416.55,P<0.7,0.5498483,7.761,|                   |,0.0058172806,0.00574185,0.09773574,4.1439525e-06,0.5498483,0.00039683122,0.050034486,0.25413465,0.02092078,0.015365999
WDJ003511.64+001151.09,DA,0.9981079,48.0222,|                   |,0.00016534864,0.9981079,0.00036339273,0.00061996357,5.6108773e-05,3.4851336e-08,0.00031740172,0.00011763794,0.00018539408,6.68258e-05
WDJ001438.88-065524.87,DA,0.99791795,12.8211,|                   |,0.00031697814,0.99791795,0.00015768317,0.0007269108,6.934268e-05,5.0511108e-08,0.00015660116,0.00019723951,0.00022389206,0.00023351602
WDJ002019.75+190341.47,DA,0.99481654,28.5893,|                   |,0.00043665897,0.99481654,0.00077753176,0.0011629633,0.00041583856,4.861248e-07,0.0006452593,0.00044456695,0.0008391631,0.000461049
WDJ004233.42+101101.00,P<0.7,0.65014964,12.9504,|                   |,3.5382975e-05,0.0003866976,0.0009565844,0.65014964,5.1354965e-07,0.0008634244,0.0008012213,0.00039493648,0.34493703,0.0014745943
WDJ004007.85+012153.55,DA,0.99690187,26.7229,|                   |,0.00042464247,0.99690187,0.00022554291,0.0013783685,9.317828e-05,1.2883314e-07,0.0003018132,0.00024918845,0.00024854907,0.0001767358
WDJ004956.96+172753.07,DC,0.9662202,14.0231,|                   |,0.000686837,0.01791725,0.008523589,1.2114951e-05,0.0008818099,5.9624574e-07,0.9662202,0.001427247,0.0039846012,0.0003457364
WDJ003127.38+312719.40,DA,0.9975595,18.3302,|                   |,0.000358289,0.9975595,0.000119025666,0.0011810071,7.6409124e-05,9.0460496e-08,0.00011524586,0.0001650111,0.00024346297,0.00018199599
WDJ001224.33+115619.39,DA,0.99651116,61.6029,|                   |,0.00045877436,0.99651116,0.00046253708,0.00093208894,0.000138414,1.2946585e-07,0.0006449999,0.0002563167,0.0002991115,0.0002965241
WDJ002832.92+200553.94,DA,0.9951632,13.7903,|                   |,0.0006958604,0.9951632,0.0016816519,0.000500216,0.00014933768,7.5064165e-08,0.00066566,0.0005465393,0.000252804,0.000344617
WDJ003041.95+295235.54,P<0.7,0.66917986,18.6766,|                   |,0.0011761042,0.66917986,0.03891775,0.0008895592,0.001820202,2.4196447e-06,0.2759079,0.003181937,0.0075089564,0.0014153126
WDJ002151.50+283940.46,DA,0.99604857,9.0005,|                   |,0.00041618524,0.99604857,0.0013444705,0.00058383035,0.00014357083,8.4153534e-08,0.00052740274,0.00036186608,0.00025906056,0.0003148868
WDJ000258.30+112141.30,DA,0.99742067,28.5476,|                   |,0.00030738043,0.99742067,0.0002784325,0.0011962982,0.000151339,1.8151475e-07,0.00012490558,0.00017219898,0.00019630214,0.00015222616
WDJ003418.47+303509.10,DA,0.99817187,27.836,|                   |,8.144509e-05,0.99817187,0.00043635422,0.0005436004,9.8039935e-05,5.3392153e-08,0.00030852354,0.00010033644,0.00020701737,5.2824398e-05
WDJ004930.70+313217.69,DA,0.99753946,28.8262,|                   |,0.00030889065,0.99753946,0.00024330156,0.0010596601,0.00013542929,1.4386299e-07,0.000108394306,0.00018146471,0.00022056562,0.00020277817
WDJ001220.52-060622.04,DA,0.8877346,51.3429,|                   |,0.0010307041,0.8877346,0.10714359,0.0004911066,0.00068138906,3.7695352e-07,0.00046627966,0.001304341,0.0009713841,0.00017624527
WDJ005339.79-151650.64,DA,0.92785597,9.0923,|                   |,0.0009675239,0.92785597,0.012825379,0.00062296033,0.0005271923,3.539557e-07,0.053536996,0.0007563218,0.0021870877,0.0007203472
WDJ001010.42-131635.22,DC,0.90607774,13.7554,|                   |,0.00382009,0.021494692,0.03651726,2.2456905e-05,0.00446659,4.6665373e-06,0.90607774,0.018801989,0.007864005,0.0009304467
WDJ003853.84+103758.03,P<0.7,0.5901213,10.8722,|                   |,0.0018605953,0.5901213,0.012426068,0.00034639714,0.0017521648,1.0285087e-06,0.38584042,0.0015510569,0.0050397883,0.0010612409
WDJ000007.26+295700.48,DA,0.9966131,75.9691,|                   |,0.00022824162,0.9966131,0.0008009166,0.0010021041,7.8828954e-05,7.926327e-08,0.00023154978,0.00015807214,0.00023617074,0.000650937
WDJ001942.21+135141.42,DA,0.997113,13.0454,|                   |,0.0003272122,0.997113,0.00088248926,0.00061370066,0.00013462403,8.2858065e-08,0.00025030487,0.00030159956,0.0002180834,0.0001588856
WDJ001655.32+050442.91,DA,0.9958172,9.0867,|                   |,9.699392e-05,0.9958172,0.0023407002,0.000694338,8.8684246e-05,6.1835486e-08,0.0004680715,0.00013903757,0.00027547538,7.9413374e-05
WDJ001043.00-005359.57,DA,0.99519867,8.6229,|                   |,5.527407e-05,0.99519867,0.0013661651,0.0018444787,0.0001421875,2.635271e-07,0.00085789966,0.00010407121,0.0003493269,8.174419e-05
WDJ003900.80+092317.34,DA,0.9951783,11.0456,|                   |,0.00048488018,0.9951783,0.00036713385,0.0018451059,0.00018822018,3.489688e-07,0.0005603271,0.00042094846,0.00057523116,0.00037941535
WDJ002656.67+290912.45,DA,0.93583065,10.5184,|                   |,0.0013549292,0.93583065,0.054965988,0.00032039222,0.0006148818,2.1051177e-07,0.0022282787,0.0032843081,0.0009323683,0.00046794536
WDJ001732.94-094656.82,DA,0.99660975,12.6264,|                   |,0.00044624592,0.99660975,0.0005897512,0.00071664737,8.03426e-05,5.7773182e-08,0.0006759887,0.00034095725,0.00025069359,0.00028962505
WDJ002841.49+313109.18,DA,0.99849963,41.9624,|                   |,7.929072e-05,0.99849963,7.3272364e-05,0.0004737701,1.3990393e-05,6.6381896e-09,0.00010392236,2.1396236e-05,0.00010839751,0.00062638853
WDJ003849.51+260734.44,DA,0.99351287,8.5228,|                   |,0.0004295793,0.99351287,0.003784291,0.00033098875,0.00025975713,8.653807e-08,0.00032766975,0.00059403444,0.00044962714,0.0003111444
WDJ000455.45+322508.57,P<0.7,0.6538198,11.3469,|                   |,0.0006581854,0.6538198,7.655912e-05,0.0005881816,0.0021798667,1.9610259e-06,6.1355975e-05,7.589107e-05,0.0006080986,0.34193006
WDJ005003.22+251105.72,DA,0.9941848,23.899,|                   |,0.00036331805,0.9941848,0.0039987057,0.00022543782,0.00032024283,7.2617134e-08,0.00027021024,0.0002768466,0.000224976,0.00013553737
WDJ002632.93-115449.19,DA,0.99721265,52.3083,|                   |,0.00037082122,0.99721265,0.00034495606,0.0011285489,0.00011122058,1.258687e-07,0.00019860176,0.00022385559,0.0002452068,0.00016405561
WDJ000806.59+082005.23,DA,0.9968096,31.3304,|                   |,0.00044281903,0.9968096,0.0003777775,0.00093113864,0.00011485907,1.0729202e-07,0.00038846853,0.0002864749,0.00032761117,0.00032103845
WDJ005924.94-120721.97,DA,0.99725455,9.9881,|                   |,0.0003229877,0.99725455,0.0005263428,0.000817798,8.924808e-05,7.318784e-08,0.00026888496,0.00027727694,0.00026753594,0.00017529348
WDJ003850.60-055315.36,DA,0.99503934,8.4487,|                   |,0.00017654333,0.99503934,0.0023421615,0.0006617161,0.00014242475,9.471459e-08,0.0009256236,0.00018271737,0.0003881167,0.00014120257
WDJ001723.20+105840.51,DA,0.9969774,25.6354,|                   |,0.0004967217,0.9969774,0.00014551285,0.0014463604,0.00010264864,1.4891705e-07,0.00018756365,0.00019055296,0.00022725198,0.00022583881
WDJ005842.47-005657.15,DA,0.99779856,19.1816,|                   |,0.00033740138,0.99779856,0.0001365171,0.0008153534,8.7862645e-05,7.179716e-08,0.00014302014,0.00019249225,0.0002738785,0.00021477627
WDJ000217.18+322312.42,DB,0.99700016,32.4431,|                   |,2.8817347e-05,3.399155e-09,0.00033084987,6.7553506e-12,0.99700016,0.0019814,1.6169844e-05,0.00010243152,6.4335916e-05,0.00047583712
WDJ003855.00+203026.15,DA,0.99676853,37.6588,|                   |,0.0003201318,0.99676853,0.0013143949,0.00060368015,0.00018813838,1.1394362e-07,0.00020242474,0.00025572858,0.0002189128,0.00012797305
WDJ005121.52+113227.31,DB,0.9982064,9.4764,|                   |,9.215985e-06,2.7235394e-10,3.7348247e-05,3.5960576e-13,0.9982064,0.0013179936,9.200126e-06,0.00010244506,3.4081804e-05,0.00028339424
WDJ003100.30-084921.80,DA,0.9944834,14.6084,|                   |,0.00021673845,0.9944834,0.000810722,0.001495338,0.00051094097,7.682676e-07,0.0007961258,0.00042763463,0.00080511207,0.00045322752
WDJ001319.16+240111.02,DA,0.8647424,14.1788,|                   |,0.001461134,0.8647424,0.014134488,0.0017789557,0.0093366755,1.9207491e-05,0.09504936,0.0041746674,0.008470185,0.00083291344
WDJ001817.04+145500.46,DA,0.9849052,9.873,|                   |,0.00077495124,0.9849052,0.011218161,0.00027571362,0.00027457302,7.686377e-08,0.0006975896,0.0011441546,0.0004548768,0.00025480226
WDJ003128.02-134047.28,DA,0.9983708,5.7565,|                   |,8.482833e-05,0.9983708,0.00037483525,0.000329881,4.354933e-05,1.4389541e-08,0.00033114795,7.9437385e-05,0.00016712461,0.0002183294
WDJ003350.11+304043.97,DQ,0.98100305,25.7285,|                   |,0.00052278454,1.1299035e-07,0.016431388,5.4542294e-11,0.0015959652,7.7039863e-07,6.921452e-05,0.98100305,0.00033293304,4.3713837e-05
WDJ005326.44+085447.63,DA,0.99614924,23.6936,|                   |,0.00042003486,0.99614924,0.000261648,0.0016196619,0.00014414923,2.3437556e-07,0.00042243354,0.0003101948,0.00042035064,0.00025202788
WDJ000546.40-093954.75,DA,0.9966667,17.1005,|                   |,0.00038981304,0.9966667,0.00024525347,0.0015884085,0.00011156304,1.7780033e-07,0.00024265915,0.00023376664,0.00029962292,0.00022200754
WDJ005310.13-162707.95,DA,0.9971561,11.153,|                   |,0.00033586402,0.9971561,0.00066296395,0.0006645638,8.663425e-05,5.7738188e-08,0.00029369362,0.00030438675,0.00027459217,0.000220983
WDJ002153.32+083141.92,DB,0.9970363,19.4149,|                   |,0.00010725632,2.4763862e-09,0.0011315233,5.8471923e-13,0.9970363,0.00023541816,1.1172083e-05,0.00049841095,7.494449e-05,0.00090510305
WDJ004327.78+285048.96,DA,0.9965318,21.4113,|                   |,0.0004567661,0.9965318,0.00022926752,0.0016758526,0.00012865121,2.1635081e-07,0.00025924444,0.00022664705,0.00026454747,0.00022688796
WDJ000006.67+144122.20,DC,0.7893276,11.547,|                   |,0.0006820017,0.17081906,0.02479527,0.00012720426,0.0022943167,1.7085144e-06,0.7893276,0.0037037542,0.00785363,0.00039546328
WDJ000305.27+093546.89,DA,0.994719,17.084,|                   |,7.4731586e-05,0.994719,0.0005753958,0.0029084564,0.00028921245,8.4562754e-07,0.00026365946,0.0002248977,0.00050498534,0.00043888862
WDJ004854.76+185212.64,DA,0.9676021,14.4948,|                   |,0.000121392906,0.9676021,0.0014765263,0.027445845,0.00083435775,2.3666396e-05,0.00023457254,0.00061302737,0.0010823614,0.0005661752
WDJ000507.51+322033.82,DA,0.9975143,16.9715,|                   |,0.00041891754,0.9975143,0.00028918392,0.000783254,0.00014011105,1.10016e-07,0.0001959766,0.00022707683,0.00020803587,0.00022296121
WDJ002902.57+205630.16,DA,0.99391717,11.779,|                   |,0.00065118074,0.99391717,0.0028271398,0.0004803,0.00022558056,1.0900943e-07,0.00046872243,0.0007385169,0.0003817186,0.00030950864
WDJ003918.43+322412.84,DA,0.9955924,10.1285,|                   |,0.00069693115,0.9955924,0.0004334129,0.0011532579,0.00010062833,1.1656419e-07,0.0006781497,0.00039653794,0.0004119555,0.000536645
WDJ001743.71+202909.70,DQ,0.9812027,21.1738,|                   |,0.00083003135,1.2534325e-06,0.0097261425,2.0081807e-09,0.0031438733,5.0369413e-06,0.0026810037,0.9812027,0.0022887147,0.00012122245
WDJ003752.04+112524.89,DA,0.9947704,14.4738,|                   |,0.0002652412,0.9947704,0.0010955374,0.0006045945,0.00055678736,3.3840024e-07,0.0011356571,0.00032061734,0.0005212139,0.00072977605
WDJ005942.06+255318.38,DB,0.9986925,9.3327,|                   |,1.0264279e-05,4.264837e-10,6.705199e-05,3.0485404e-13,0.9986925,0.0007138736,1.6815931e-05,8.975338e-05,5.5222357e-05,0.00035454374
WDJ003436.47-080456.85,DA,0.9960242,19.0108,|                   |,0.00013437447,0.9960242,0.0021089972,0.00034581168,0.0001039051,3.6075022e-08,0.00082507165,0.000111926405,0.0002224751,0.0001232772
WDJ001147.64+291441.04,DA,0.99747294,16.8516,|                   |,0.0003275461,0.99747294,0.00016012663,0.0011480496,7.85066e-05,9.0357815e-08,0.00016379576,0.00019186389,0.0002610583,0.00019608645
WDJ003200.54+040233.36,DB,0.99752134,15.7146,|                   |,4.7208014e-05,4.7093507e-09,0.00030986284,3.0476268e-12,0.99752134,0.00064553967,0.00022815952,0.0006952914,0.00014992691,0.00040264137
WDJ004639.95-075444.99,DA,0.9969791,9.2504,|                   |,0.00031114143,0.9969791,0.00052001316,0.0005815252,0.00017317406,1.0101022e-07,0.00018345323,0.00036348015,0.00046749684,0.00042048597
WDJ004011.48+070255.78,DA,0.99122375,10.0293,|                   |,0.0008267727,0.99122375,0.0051934924,0.0002627988,0.0001943726,5.1533153e-08,0.0010929398,0.0006827253,0.0002510027,0.00027211287
WDJ003903.71+313136.71,DA,0.9969611,37.4457,|                   |,0.0004308821,0.9969611,0.00034912373,0.001035544,0.00015998262,1.6617402e-07,0.00021971685,0.0002794235,0.00027164497,0.00029242
WDJ003104.80+032650.77,DA,0.9968374,7.1217,|                   |,0.00032143167,0.9968374,0.00078413065,0.00068412477,0.000121361656,8.328993e-08,0.00028918736,0.00030001352,0.00040010366,0.0002622115
WDJ004447.56+055050.62,DA,0.9972654,11.89,|                   |,0.00033115552,0.9972654,0.00027599104,0.0010743598,0.000117849755,1.2696022e-07,0.00016549637,0.00022483818,0.00032133475,0.00022348647
WDJ003536.93+174923.91,DA,0.99737585,12.2452,|                   |,0.00030796326,0.99737585,0.0002678194,0.001045314,0.00012200959,1.278739e-07,0.00017893274,0.0002209486,0.00027428404,0.0002066688
WDJ000638.90+081247.04,P<0.7,0.496284,39.9863,|                   |,0.0031138777,0.006270954,0.496284,0.04673771,0.005436329,0.040517215,0.00022457518,0.03384557,0.36300027,0.0045695365
WDJ002619.00+154445.90,DA,0.99226683,14.6198,|                   |,0.00034750457,0.99226683,0.0002757797,0.00086128345,0.000109521054,9.506382e-08,6.4857944e-05,8.1725135e-05,0.00022333555,0.0057691364
WDJ001745.30+171221.44,DA,0.99666184,21.8823,|                   |,0.00028137962,0.99666184,0.00029232548,0.0017747051,0.00015444949,2.7502037e-07,0.00013654413,0.00022409164,0.00032622655,0.00014824342
WDJ004144.66+053701.63,DA,0.9962171,8.501,|                   |,0.00024926974,0.9962171,0.00050017127,0.001396908,0.00019839214,2.7818794e-07,0.00029778844,0.0003639797,0.00048979215,0.00028626976
WDJ000715.95+113319.46,DA,0.996706,13.3492,|                   |,0.0005435167,0.996706,0.0003066913,0.00090249314,0.00010084393,9.131173e-08,0.0006076746,0.00028484556,0.0002736072,0.00027417505
WDJ000319.58+121650.29,DA,0.9971975,23.0469,|                   |,0.000424291,0.9971975,0.00020810445,0.00116456,0.00010155715,1.18601776e-07,0.00021418909,0.00020929944,0.00024340204,0.00023703826
WDJ000215.38+073359.56,DA,0.9963854,17.5337,|                   |,0.00013488905,0.9963854,0.0017022337,0.0005015179,0.00020177638,1.0156157e-07,0.000477368,0.00018816289,0.0003071225,0.00010154953
WDJ001419.81+255925.48,DA,0.95603335,5.8743,|                   |,0.0010373904,0.95603335,0.036632992,0.0002778589,0.00061579543,1.789731e-07,0.0011058329,0.0026739424,0.0009298195,0.00069286977
WDJ004834.45+195336.21,DA,0.9963726,21.4847,|                   |,0.00046112825,0.9963726,0.00017301488,0.0019316345,0.00010952302,2.1232866e-07,0.00021140387,0.00023511922,0.00030129793,0.00020394361
WDJ003351.07+102140.45,P<0.7,0.4122042,75.4594,|                   |,0.0143707665,0.014723993,0.4122042,1.1731563e-05,0.10831969,8.630535e-05,0.17776823,0.24926125,0.01900942,0.0042443527
WDJ000637.77+313459.68,DA,0.9963965,19.5653,|                   |,0.0003745378,0.9963965,0.00042444596,0.0009999457,0.0001486268,1.4915621e-07,0.00045244515,0.0003245704,0.00048142584,0.00039740137
WDJ004311.59+074527.72,DA,0.996738,25.9907,|                   |,0.0004961698,0.996738,0.00033714648,0.0010967114,0.00015782517,1.7365511e-07,0.00027454126,0.00026838112,0.00031880627,0.00031219723
WDJ002040.10+001106.51,DA,0.99751246,19.9006,|                   |,5.576772e-05,0.99751246,0.0010852038,0.0005515434,8.240092e-05,4.5561016e-08,0.00044298594,6.0315735e-05,0.00016033687,4.8878715e-05
WDJ004713.82+225208.96,DA,0.99555033,14.7629,|                   |,0.00032557474,0.99555033,0.0027508677,0.0004884004,0.00014373707,7.051501e-08,0.00016592041,0.00028439678,0.0001912776,9.944572e-05
WDJ001626.46+040727.42,DA,0.9963274,13.1055,|                   |,0.00021138918,0.9963274,0.0018333053,0.0004767851,0.00015844002,7.5820296e-08,0.00036300643,0.0002376341,0.00024961834,0.00014232376
WDJ000735.66+133937.57,DA,0.9900763,8.6053,|                   |,0.000105486426,0.9900763,0.0031264033,0.0048505715,0.00026283704,1.2876884e-06,0.0004098458,0.00042071735,0.0006083072,0.00013828966
WDJ002923.64+270900.47,DA,0.99697924,21.8004,|                   |,0.0003307266,0.99697924,0.00038799015,0.0012262415,0.00015918104,1.9578583e-07,0.00023950957,0.00025987063,0.0002618304,0.00015507334
WDJ003948.22+103722.75,DA,0.9961772,7.6082,|                   |,0.00042935976,0.9961772,0.0011585674,0.0003869328,0.00015282095,5.9358353e-08,0.00041249013,0.00047353766,0.00041653053,0.00039256449
WDJ005726.54+301724.91,DA,0.99933994,5.809,|                   |,3.9666364e-05,0.99933994,2.8252214e-05,0.00033281196,8.026543e-07,2.673094e-10,3.3328186e-05,4.0192135e-06,1.855239e-05,0.00020266579
WDJ004733.64+211547.21,DA,0.9854766,11.0872,|                   |,0.0009632803,0.9854766,0.008826466,0.00019743307,0.0012971376,2.5987208e-07,0.00036999863,0.0013453276,0.00078424,0.0007392104
WDJ001304.64+103411.32,DA,0.995419,13.995,|                   |,0.00043544237,0.995419,0.0008864276,0.0007637118,0.0002576494,1.9767543e-07,0.0004582027,0.00046614572,0.00066309184,0.0006501682
WDJ000055.56+072529.24,DA,0.9459781,9.7979,|                   |,0.0012042244,0.9459781,0.047051705,0.00077887817,0.00057292177,4.7171946e-07,0.0010033093,0.0020440842,0.000966766,0.00039961308
WDJ002522.33+074551.40,DA,0.9973586,16.7061,|                   |,0.00033342367,0.9973586,0.00025578693,0.0011825815,0.00010989289,1.3030147e-07,0.00014938571,0.00019458687,0.00023022438,0.00018547365
